time,P
20190608:2306,0.0
20190609:0006,0.0
20190609:0106,0.0
20190609:0206,0.0
20190609:0306,0.0
20190609:0406,2.23
20190609:0506,31.2
20190609:0606,106.81
20190609:0706,122.5
20190609:0806,503.67
20190609:0906,624.94
20190609:1006,636.91
20190609:1106,549.22
20190609:1206,542.07
20190609:1306,249.67
20190609:1406,190.95
20190609:1506,40.05
20190609:1606,0.0
20190609:1706,0.0
20190609:1806,0.0
20190609:1906,0.0
20190609:2006,0.0
20190609:2106,0.0
20190609:2206,0.0
20190609:2306,0.0
20190610:0006,0.0
20190610:0106,0.0
20190610:0206,0.0
20190610:0306,0.0
20190610:0406,4.91
20190610:0506,94.19
20190610:0606,262.24
20190610:0706,241.01
20190610:0806,316.27
20190610:0906,326.66
20190610:1006,273.78
20190610:1106,445.31
20190610:1206,503.02
20190610:1306,339.23
20190610:1406,252.4
20190610:1506,70.4
20190610:1606,0.0
20190610:1706,0.0
20190610:1806,0.0
20190610:1906,0.0
20190610:2006,0.0
20190610:2106,0.0
20190610:2206,0.0
20190610:2306,0.0
20190611:0006,0.0
20190611:0106,0.0
20190611:0206,0.0
20190611:0306,0.0
20190611:0406,0.0
20190611:0506,67.66
20190611:0606,234.89
20190611:0706,458.67
20190611:0806,588.53
20190611:0906,626.39
20190611:1006,647.84
20190611:1106,630.26
20190611:1206,537.93
20190611:1306,396.05
20190611:1406,192.27
20190611:1506,61.81
20190611:1606,0.0
20190611:1706,0.0
20190611:1806,0.0
20190611:1906,0.0
20190611:2006,0.0
20190611:2106,0.0
20190611:2206,0.0
20190611:2306,0.0
20190612:0006,0.0
20190612:0106,0.0
20190612:0206,0.0
20190612:0306,0.0
20190612:0406,2.22
20190612:0506,74.24
20190612:0606,243.52
20190612:0706,443.64
20190612:0806,513.64
20190612:0906,632.67
20190612:1006,577.69
20190612:1106,596.14
20190612:1206,506.51
20190612:1306,404.83
20190612:1406,240.37
20190612:1506,67.73
20190612:1606,0.0
20190612:1706,0.0
20190612:1806,0.0
20190612:1906,0.0
20190612:2006,0.0
20190612:2106,0.0
20190612:2206,0.0
20190612:2306,0.0
20190613:0006,0.0
20190613:0106,0.0
20190613:0206,0.0
20190613:0306,0.0
20190613:0406,0.0
20190613:0506,149.89
20190613:0606,318.16
20190613:0706,477.31
20190613:0806,586.68
20190613:0906,648.94
20190613:1006,657.48
20190613:1106,628.21
20190613:1206,311.74
20190613:1306,89.43
20190613:1406,143.9
20190613:1506,18.72
20190613:1606,0.0
20190613:1706,0.0
20190613:1806,0.0
20190613:1906,0.0
20190613:2006,0.0
20190613:2106,0.0
20190613:2206,0.0
20190613:2306,0.0
20190614:0006,0.0
20190614:0106,0.0
20190614:0206,0.0
20190614:0306,0.0
20190614:0406,0.0
20190614:0506,48.8
20190614:0606,226.25
20190614:0706,388.02
20190614:0806,574.31
20190614:0906,645.65
20190614:1006,650.33
20190614:1106,609.21
20190614:1206,542.02
20190614:1306,413.08
20190614:1406,223.7
20190614:1506,56.01
20190614:1606,0.0
20190614:1706,0.0
20190614:1806,0.0
20190614:1906,0.0
20190614:2006,0.0
20190614:2106,0.0
20190614:2206,0.0
20190614:2306,0.0
20190615:0006,0.0
20190615:0106,0.0
20190615:0206,0.0
20190615:0306,0.0
20190615:0406,0.44
20190615:0506,13.77
20190615:0606,42.56
20190615:0706,265.5
20190615:0806,280.06
20190615:0906,592.89
20190615:1006,666.7
20190615:1106,626.34
20190615:1206,555.53
20190615:1306,423.12
20190615:1406,243.66
20190615:1506,63.06
20190615:1606,0.0
20190615:1706,0.0
20190615:1806,0.0
20190615:1906,0.0
20190615:2006,0.0
20190615:2106,0.0
20190615:2206,0.0
20190615:2306,0.0
20190616:0006,0.0
20190616:0106,0.0
20190616:0206,0.0
20190616:0306,0.0
20190616:0406,0.0
20190616:0506,11.75
20190616:0606,25.85
20190616:0706,104.25
20190616:0806,225.21
20190616:0906,511.81
20190616:1006,631.56
20190616:1106,589.09
20190616:1206,524.48
20190616:1306,413.23
20190616:1406,233.94
20190616:1506,67.86
20190616:1606,0.0
20190616:1706,0.0
20190616:1806,0.0
20190616:1906,0.0
20190616:2006,0.0
20190616:2106,0.0
20190616:2206,0.0
20190616:2306,0.0
20190617:0006,0.0
20190617:0106,0.0
20190617:0206,0.0
20190617:0306,0.0
20190617:0406,0.0
20190617:0506,31.05
20190617:0606,134.37
20190617:0706,78.21
20190617:0806,85.82
20190617:0906,55.56
20190617:1006,97.07
20190617:1106,277.23
20190617:1206,298.84
20190617:1306,160.43
20190617:1406,97.79
20190617:1506,54.64
20190617:1606,0.0
20190617:1706,0.0
20190617:1806,0.0
20190617:1906,0.0
20190617:2006,0.0
20190617:2106,0.0
20190617:2206,0.0
20190617:2306,0.0
20190618:0006,0.0
20190618:0106,0.0
20190618:0206,0.0
20190618:0306,0.0
20190618:0406,2.73
20190618:0506,64.32
20190618:0606,204.27
20190618:0706,456.32
20190618:0806,575.75
20190618:0906,629.23
20190618:1006,305.71
20190618:1106,398.04
20190618:1206,528.36
20190618:1306,296.49
20190618:1406,133.22
20190618:1506,35.28
20190618:1606,0.0
20190618:1706,0.0
20190618:1806,0.0
20190618:1906,0.0
20190618:2006,0.0
20190618:2106,0.0
20190618:2206,0.0
20190618:2306,0.0
20190619:0006,0.0
20190619:0106,0.0
20190619:0206,0.0
20190619:0306,0.0
20190619:0406,7.15
20190619:0506,136.99
20190619:0606,311.16
20190619:0706,463.62
20190619:0806,565.45
20190619:0906,639.47
20190619:1006,425.58
20190619:1106,618.66
20190619:1206,536.7
20190619:1306,368.62
20190619:1406,138.97
20190619:1506,19.37
20190619:1606,0.0
20190619:1706,0.0
20190619:1806,0.0
20190619:1906,0.0
20190619:2006,0.0
20190619:2106,0.0
20190619:2206,0.0
20190619:2306,0.0
20190620:0006,0.0
20190620:0106,0.0
20190620:0206,0.0
20190620:0306,0.0
20190620:0406,3.25
20190620:0506,135.3
20190620:0606,316.68
20190620:0706,432.11
20190620:0806,576.24
20190620:0906,644.03
20190620:1006,663.1
20190620:1106,442.3
20190620:1206,535.46
20190620:1306,199.89
20190620:1406,27.02
20190620:1506,8.81
20190620:1606,0.0
20190620:1706,0.0
20190620:1806,0.0
20190620:1906,0.0
20190620:2006,0.0
20190620:2106,0.0
20190620:2206,0.0
20190620:2306,0.0
20190621:0006,0.0
20190621:0106,0.0
20190621:0206,0.0
20190621:0306,0.0
20190621:0406,0.07
20190621:0506,57.4
20190621:0606,230.82
20190621:0706,468.13
20190621:0806,573.13
20190621:0906,644.9
20190621:1006,652.9
20190621:1106,617.6
20190621:1206,544.53
20190621:1306,415.41
20190621:1406,206.67
20190621:1506,28.6
20190621:1606,0.0
20190621:1706,0.0
20190621:1806,0.0
20190621:1906,0.0
20190621:2006,0.0
20190621:2106,0.0
20190621:2206,0.0
20190621:2306,0.0
20190622:0006,0.0
20190622:0106,0.0
20190622:0206,0.0
20190622:0306,0.0
20190622:0406,5.37
20190622:0506,116.68
20190622:0606,41.79
20190622:0706,137.37
20190622:0806,120.23
20190622:0906,249.44
20190622:1006,296.05
20190622:1106,190.97
20190622:1206,102.68
20190622:1306,364.01
20190622:1406,146.55
20190622:1506,75.28
20190622:1606,0.0
20190622:1706,0.0
20190622:1806,0.0
20190622:1906,0.0
20190622:2006,0.0
20190622:2106,0.0
20190622:2206,0.0
20190622:2306,0.0
20190623:0006,0.0
20190623:0106,0.0
20190623:0206,0.0
20190623:0306,0.0
20190623:0406,3.26
20190623:0506,129.11
20190623:0606,264.5
20190623:0706,469.9
20190623:0806,564.66
20190623:0906,632.3
20190623:1006,641.74
20190623:1106,171.27
20190623:1206,399.46
20190623:1306,247.54
20190623:1406,105.75
20190623:1506,63.19
20190623:1606,0.0
20190623:1706,0.0
20190623:1806,0.0
20190623:1906,0.0
20190623:2006,0.0
20190623:2106,0.0
20190623:2206,0.0
20190623:2306,0.0
20190624:0006,0.0
20190624:0106,0.0
20190624:0206,0.0
20190624:0306,0.0
20190624:0406,5.84
20190624:0506,112.94
20190624:0606,156.42
20190624:0706,416.85
20190624:0806,496.38
20190624:0906,558.06
20190624:1006,593.98
20190624:1106,149.65
20190624:1206,72.31
20190624:1306,146.4
20190624:1406,53.39
20190624:1506,53.35
20190624:1606,0.0
20190624:1706,0.0
20190624:1806,0.0
20190624:1906,0.0
20190624:2006,0.0
20190624:2106,0.0
20190624:2206,0.0
20190624:2306,0.0
20190625:0006,0.0
20190625:0106,0.0
20190625:0206,0.0
20190625:0306,0.0
20190625:0406,6.99
20190625:0506,48.86
20190625:0606,326.58
20190625:0706,481.1
20190625:0806,580.51
20190625:0906,635.85
20190625:1006,631.63
20190625:1106,509.49
20190625:1206,514.15
20190625:1306,29.28
20190625:1406,121.49
20190625:1506,57.52
20190625:1606,0.0
20190625:1706,0.0
20190625:1806,0.0
20190625:1906,0.0
20190625:2006,0.0
20190625:2106,0.0
20190625:2206,0.0
20190625:2306,0.0
20190626:0006,0.0
20190626:0106,0.0
20190626:0206,0.0
20190626:0306,0.0
20190626:0406,4.81
20190626:0506,20.87
20190626:0606,51.25
20190626:0706,146.24
20190626:0806,465.91
20190626:0906,458.86
20190626:1006,382.62
20190626:1106,413.37
20190626:1206,518.07
20190626:1306,401.49
20190626:1406,146.15
20190626:1506,74.38
20190626:1606,0.0
20190626:1706,0.0
20190626:1806,0.0
20190626:1906,0.0
20190626:2006,0.0
20190626:2106,0.0
20190626:2206,0.0
20190626:2306,0.0
20190627:0006,0.0
20190627:0106,0.0
20190627:0206,0.0
20190627:0306,0.0
20190627:0406,3.26
20190627:0506,94.5
20190627:0606,244.5
20190627:0706,429.91
20190627:0806,393.09
20190627:0906,385.76
20190627:1006,415.37
20190627:1106,587.16
20190627:1206,549.34
20190627:1306,423.43
20190627:1406,219.4
20190627:1506,52.2
20190627:1606,0.0
20190627:1706,0.0
20190627:1806,0.0
20190627:1906,0.0
20190627:2006,0.0
20190627:2106,0.0
20190627:2206,0.0
20190627:2306,0.0
20190628:0006,0.0
20190628:0106,0.0
20190628:0206,0.0
20190628:0306,0.0
20190628:0406,0.0
20190628:0506,70.51
20190628:0606,119.89
20190628:0706,214.64
20190628:0806,52.64
20190628:0906,51.56
20190628:1006,52.96
20190628:1106,58.26
20190628:1206,173.35
20190628:1306,142.87
20190628:1406,72.35
20190628:1506,66.66
20190628:1606,0.0
20190628:1706,0.0
20190628:1806,0.0
20190628:1906,0.0
20190628:2006,0.0
20190628:2106,0.0
20190628:2206,0.0
20190628:2306,0.0
20190629:0006,0.0
20190629:0106,0.0
20190629:0206,0.0
20190629:0306,0.0
20190629:0406,0.0
20190629:0506,117.67
20190629:0606,229.19
20190629:0706,436.26
20190629:0806,568.88
20190629:0906,633.99
20190629:1006,481.13
20190629:1106,511.23
20190629:1206,525.9
20190629:1306,419.07
20190629:1406,219.19
20190629:1506,79.27
20190629:1606,0.0
20190629:1706,0.0
20190629:1806,0.0
20190629:1906,0.0
20190629:2006,0.0
20190629:2106,0.0
20190629:2206,0.0
20190629:2306,0.0
20190630:0006,0.0
20190630:0106,0.0
20190630:0206,0.0
20190630:0306,0.0
20190630:0406,1.29
20190630:0506,57.52
20190630:0606,276.31
20190630:0706,286.21
20190630:0806,516.35
20190630:0906,614.96
20190630:1006,638.98
20190630:1106,610.44
20190630:1206,535.83
20190630:1306,369.66
20190630:1406,217.45
20190630:1506,43.57
20190630:1606,0.0
20190630:1706,0.0
20190630:1806,0.0
20190630:1906,0.0
20190630:2006,0.0
20190630:2106,0.0
20190630:2206,0.0
20190630:2306,0.0
20190701:0006,0.0
20190701:0106,0.0
20190701:0206,0.0
20190701:0306,0.0
20190701:0406,5.78
20190701:0506,38.82
20190701:0606,121.27
20190701:0706,286.38
20190701:0806,488.92
20190701:0906,589.09
20190701:1006,654.13
20190701:1106,616.59
20190701:1206,546.94
20190701:1306,423.01
20190701:1406,249.65
20190701:1506,69.47
20190701:1606,0.0
20190701:1706,0.0
20190701:1806,0.0
20190701:1906,0.0
20190701:2006,0.0
20190701:2106,0.0
20190701:2206,0.0
20190701:2306,0.0
20190702:0006,0.0
20190702:0106,0.0
20190702:0206,0.0
20190702:0306,0.0
20190702:0406,3.79
20190702:0506,95.86
20190702:0606,311.5
20190702:0706,458.47
20190702:0806,574.79
20190702:0906,603.33
20190702:1006,657.42
20190702:1106,601.23
20190702:1206,538.07
20190702:1306,420.35
20190702:1406,151.87
20190702:1506,19.58
20190702:1606,0.0
20190702:1706,0.0
20190702:1806,0.0
20190702:1906,0.0
20190702:2006,0.0
20190702:2106,0.0
20190702:2206,0.0
20190702:2306,0.0
20190703:0006,0.0
20190703:0106,0.0
20190703:0206,0.0
20190703:0306,0.0
20190703:0406,0.0
20190703:0506,43.34
20190703:0606,107.01
20190703:0706,396.6
20190703:0806,561.82
20190703:0906,519.39
20190703:1006,525.54
20190703:1106,507.23
20190703:1206,540.38
20190703:1306,421.98
20190703:1406,251.83
20190703:1506,79.64
20190703:1606,0.0
20190703:1706,0.0
20190703:1806,0.0
20190703:1906,0.0
20190703:2006,0.0
20190703:2106,0.0
20190703:2206,0.0
20190703:2306,0.0
20190704:0006,0.0
20190704:0106,0.0
20190704:0206,0.0
20190704:0306,0.0
20190704:0406,5.8
20190704:0506,115.91
20190704:0606,311.95
20190704:0706,473.41
20190704:0806,573.55
20190704:0906,636.52
20190704:1006,628.35
20190704:1106,577.41
20190704:1206,478.16
20190704:1306,420.07
20190704:1406,247.63
20190704:1506,79.17
20190704:1606,0.0
20190704:1706,0.0
20190704:1806,0.0
20190704:1906,0.0
20190704:2006,0.0
20190704:2106,0.0
20190704:2206,0.0
20190704:2306,0.0
20190705:0006,0.0
20190705:0106,0.0
20190705:0206,0.0
20190705:0306,0.0
20190705:0406,0.0
20190705:0506,68.41
20190705:0606,276.92
20190705:0706,468.5
20190705:0806,577.11
20190705:0906,631.18
20190705:1006,655.89
20190705:1106,609.02
20190705:1206,460.09
20190705:1306,166.52
20190705:1406,80.94
20190705:1506,23.56
20190705:1606,0.0
20190705:1706,0.0
20190705:1806,0.0
20190705:1906,0.0
20190705:2006,0.0
20190705:2106,0.0
20190705:2206,0.0
20190705:2306,0.0
20190706:0006,0.0
20190706:0106,0.0
20190706:0206,0.0
20190706:0306,0.0
20190706:0406,0.0
20190706:0506,94.88
20190706:0606,324.43
20190706:0706,208.51
20190706:0806,525.48
20190706:0906,631.77
20190706:1006,577.82
20190706:1106,583.93
20190706:1206,360.85
20190706:1306,207.98
20190706:1406,239.16
20190706:1506,79.56
20190706:1606,0.0
20190706:1706,0.0
20190706:1806,0.0
20190706:1906,0.0
20190706:2006,0.0
20190706:2106,0.0
20190706:2206,0.0
20190706:2306,0.0
20190707:0006,0.0
20190707:0106,0.0
20190707:0206,0.0
20190707:0306,0.0
20190707:0406,0.0
20190707:0506,127.53
20190707:0606,301.71
20190707:0706,472.56
20190707:0806,578.95
20190707:0906,637.68
20190707:1006,655.31
20190707:1106,626.3
20190707:1206,548.12
20190707:1306,395.76
20190707:1406,257.11
20190707:1506,83.79
20190707:1606,0.0
20190707:1706,0.0
20190707:1806,0.0
20190707:1906,0.0
20190707:2006,0.0
20190707:2106,0.0
20190707:2206,0.0
20190707:2306,0.0
20190708:0006,0.0
20190708:0106,0.0
20190708:0206,0.0
20190708:0306,0.0
20190708:0406,0.0
20190708:0506,72.26
20190708:0606,318.64
20190708:0706,488.44
20190708:0806,483.39
20190708:0906,590.63
20190708:1006,660.19
20190708:1106,628.22
20190708:1206,545.28
20190708:1306,424.89
20190708:1406,160.89
20190708:1506,84.52
20190708:1606,0.0
20190708:1706,0.0
20190708:1806,0.0
20190708:1906,0.0
20190708:2006,0.0
20190708:2106,0.0
20190708:2206,0.0
20190708:2306,0.0
20190709:0006,0.0
20190709:0106,0.0
20190709:0206,0.0
20190709:0306,0.0
20190709:0406,3.68
20190709:0506,100.17
20190709:0606,252.92
20190709:0706,450.15
20190709:0806,581.12
20190709:0906,634.5
20190709:1006,606.88
20190709:1106,623.57
20190709:1206,505.66
20190709:1306,420.27
20190709:1406,234.57
20190709:1506,75.34
20190709:1606,0.0
20190709:1706,0.0
20190709:1806,0.0
20190709:1906,0.0
20190709:2006,0.0
20190709:2106,0.0
20190709:2206,0.0
20190709:2306,0.0
20190710:0006,0.0
20190710:0106,0.0
20190710:0206,0.0
20190710:0306,0.0
20190710:0406,2.71
20190710:0506,121.43
20190710:0606,312.84
20190710:0706,436.45
20190710:0806,563.85
20190710:0906,591.14
20190710:1006,476.18
20190710:1106,465.94
20190710:1206,465.38
20190710:1306,228.88
20190710:1406,82.98
20190710:1506,44.46
20190710:1606,0.0
20190710:1706,0.0
20190710:1806,0.0
20190710:1906,0.0
20190710:2006,0.0
20190710:2106,0.0
20190710:2206,0.0
20190710:2306,0.0
20190711:0006,0.0
20190711:0106,0.0
20190711:0206,0.0
20190711:0306,0.0
20190711:0406,2.72
20190711:0506,99.69
20190711:0606,46.21
20190711:0706,174.08
20190711:0806,566.69
20190711:0906,614.72
20190711:1006,618.03
20190711:1106,61.69
20190711:1206,178.31
20190711:1306,30.24
20190711:1406,229.93
20190711:1506,69.7
20190711:1606,0.0
20190711:1706,0.0
20190711:1806,0.0
20190711:1906,0.0
20190711:2006,0.0
20190711:2106,0.0
20190711:2206,0.0
20190711:2306,0.0
20190712:0006,0.0
20190712:0106,0.0
20190712:0206,0.0
20190712:0306,0.0
20190712:0406,0.0
20190712:0506,22.35
20190712:0606,88.32
20190712:0706,299.38
20190712:0806,308.9
20190712:0906,333.73
20190712:1006,276.81
20190712:1106,437.25
20190712:1206,459.94
20190712:1306,342.5
20190712:1406,246.29
20190712:1506,77.81
20190712:1606,0.0
20190712:1706,0.0
20190712:1806,0.0
20190712:1906,0.0
20190712:2006,0.0
20190712:2106,0.0
20190712:2206,0.0
20190712:2306,0.0
20190713:0006,0.0
20190713:0106,0.0
20190713:0206,0.0
20190713:0306,0.0
20190713:0406,2.74
20190713:0506,119.76
20190713:0606,251.08
20190713:0706,305.7
20190713:0806,451.59
20190713:0906,585.4
20190713:1006,508.59
20190713:1106,467.23
20190713:1206,537.24
20190713:1306,436.06
20190713:1406,103.54
20190713:1506,33.91
20190713:1606,0.0
20190713:1706,0.0
20190713:1806,0.0
20190713:1906,0.0
20190713:2006,0.0
20190713:2106,0.0
20190713:2206,0.0
20190713:2306,0.0
20190714:0006,0.0
20190714:0106,0.0
20190714:0206,0.0
20190714:0306,0.0
20190714:0406,3.14
20190714:0506,135.56
20190714:0606,321.29
20190714:0706,473.24
20190714:0806,594.63
20190714:0906,653.67
20190714:1006,658.05
20190714:1106,547.49
20190714:1206,544.83
20190714:1306,431.98
20190714:1406,262.7
20190714:1506,86.28
20190714:1606,0.0
20190714:1706,0.0
20190714:1806,0.0
20190714:1906,0.0
20190714:2006,0.0
20190714:2106,0.0
20190714:2206,0.0
20190714:2306,0.0
20190715:0006,0.0
20190715:0106,0.0
20190715:0206,0.0
20190715:0306,0.0
20190715:0406,2.6
20190715:0506,135.42
20190715:0606,316.35
20190715:0706,475.99
20190715:0806,591.72
20190715:0906,654.37
20190715:1006,677.95
20190715:1106,641.93
20190715:1206,566.81
20190715:1306,433.16
20190715:1406,267.88
20190715:1506,86.53
20190715:1606,0.0
20190715:1706,0.0
20190715:1806,0.0
20190715:1906,0.0
20190715:2006,0.0
20190715:2106,0.0
20190715:2206,0.0
20190715:2306,0.0
20190716:0006,0.0
20190716:0106,0.0
20190716:0206,0.0
20190716:0306,0.0
20190716:0406,0.0
20190716:0506,16.6
20190716:0606,170.65
20190716:0706,356.9
20190716:0806,580.25
20190716:0906,612.3
20190716:1006,637.23
20190716:1106,512.11
20190716:1206,552.55
20190716:1306,433.61
20190716:1406,262.6
20190716:1506,84.71
20190716:1606,0.0
20190716:1706,0.0
20190716:1806,0.0
20190716:1906,0.0
20190716:2006,0.0
20190716:2106,0.0
20190716:2206,0.0
20190716:2306,0.0
20190717:0006,0.0
20190717:0106,0.0
20190717:0206,0.0
20190717:0306,0.0
20190717:0406,3.01
20190717:0506,134.86
20190717:0606,318.52
20190717:0706,481.31
20190717:0806,596.32
20190717:0906,658.29
20190717:1006,626.68
20190717:1106,637.95
20190717:1206,549.44
20190717:1306,418.09
20190717:1406,16.68
20190717:1506,4.17
20190717:1606,0.0
20190717:1706,0.0
20190717:1806,0.0
20190717:1906,0.0
20190717:2006,0.0
20190717:2106,0.0
20190717:2206,0.0
20190717:2306,0.0
20190718:0006,0.0
20190718:0106,0.0
20190718:0206,0.0
20190718:0306,0.0
20190718:0406,0.0
20190718:0506,63.46
20190718:0606,176.65
20190718:0706,477.97
20190718:0806,607.96
20190718:0906,678.4
20190718:1006,692.53
20190718:1106,638.31
20190718:1206,580.27
20190718:1306,440.97
20190718:1406,268.48
20190718:1506,86.65
20190718:1606,0.0
20190718:1706,0.0
20190718:1806,0.0
20190718:1906,0.0
20190718:2006,0.0
20190718:2106,0.0
20190718:2206,0.0
20190718:2306,0.0
20190719:0006,0.0
20190719:0106,0.0
20190719:0206,0.0
20190719:0306,0.0
20190719:0406,2.99
20190719:0506,135.72
20190719:0606,322.74
20190719:0706,476.34
20190719:0806,586.15
20190719:0906,640.9
20190719:1006,658.14
20190719:1106,632.23
20190719:1206,563.24
20190719:1306,428.26
20190719:1406,267.06
20190719:1506,83.24
20190719:1606,0.0
20190719:1706,0.0
20190719:1806,0.0
20190719:1906,0.0
20190719:2006,0.0
20190719:2106,0.0
20190719:2206,0.0
20190719:2306,0.0
20190720:0006,0.0
20190720:0106,0.0
20190720:0206,0.0
20190720:0306,0.0
20190720:0406,0.43
20190720:0506,132.91
20190720:0606,315.11
20190720:0706,390.82
20190720:0806,584.83
20190720:0906,644.14
20190720:1006,653.17
20190720:1106,542.73
20190720:1206,487.51
20190720:1306,274.45
20190720:1406,142.71
20190720:1506,7.61
20190720:1606,0.0
20190720:1706,0.0
20190720:1806,0.0
20190720:1906,0.0
20190720:2006,0.0
20190720:2106,0.0
20190720:2206,0.0
20190720:2306,0.0
20190721:0006,0.0
20190721:0106,0.0
20190721:0206,0.0
20190721:0306,0.0
20190721:0406,0.0
20190721:0506,16.62
20190721:0606,262.27
20190721:0706,334.4
20190721:0806,250.26
20190721:0906,406.41
20190721:1006,504.65
20190721:1106,655.51
20190721:1206,538.34
20190721:1306,406.61
20190721:1406,162.6
20190721:1506,36.65
20190721:1606,0.0
20190721:1706,0.0
20190721:1806,0.0
20190721:1906,0.0
20190721:2006,0.0
20190721:2106,0.0
20190721:2206,0.0
20190721:2306,0.0
20190722:0006,0.0
20190722:0106,0.0
20190722:0206,0.0
20190722:0306,0.0
20190722:0406,0.0
20190722:0506,57.21
20190722:0606,187.13
20190722:0706,90.18
20190722:0806,276.3
20190722:0906,221.56
20190722:1006,144.51
20190722:1106,463.32
20190722:1206,257.92
20190722:1306,314.53
20190722:1406,181.18
20190722:1506,89.1
20190722:1606,0.0
20190722:1706,0.0
20190722:1806,0.0
20190722:1906,0.0
20190722:2006,0.0
20190722:2106,0.0
20190722:2206,0.0
20190722:2306,0.0
20190723:0006,0.0
20190723:0106,0.0
20190723:0206,0.0
20190723:0306,0.0
20190723:0406,3.13
20190723:0506,106.65
20190723:0606,306.42
20190723:0706,458.41
20190723:0806,575.74
20190723:0906,633.15
20190723:1006,651.94
20190723:1106,633.76
20190723:1206,558.28
20190723:1306,435.83
20190723:1406,184.28
20190723:1506,85.8
20190723:1606,0.0
20190723:1706,0.0
20190723:1806,0.0
20190723:1906,0.0
20190723:2006,0.0
20190723:2106,0.0
20190723:2206,0.0
20190723:2306,0.0
20190724:0006,0.0
20190724:0106,0.0
20190724:0206,0.0
20190724:0306,0.0
20190724:0406,0.0
20190724:0506,83.46
20190724:0606,297.43
20190724:0706,467.44
20190724:0806,562.69
20190724:0906,615.87
20190724:1006,648.11
20190724:1106,398.0
20190724:1206,43.0
20190724:1306,39.15
20190724:1406,139.42
20190724:1506,43.58
20190724:1606,0.0
20190724:1706,0.0
20190724:1806,0.0
20190724:1906,0.0
20190724:2006,0.0
20190724:2106,0.0
20190724:2206,0.0
20190724:2306,0.0
20190725:0006,0.0
20190725:0106,0.0
20190725:0206,0.0
20190725:0306,0.0
20190725:0406,2.88
20190725:0506,125.9
20190725:0606,193.67
20190725:0706,325.74
20190725:0806,592.1
20190725:0906,653.02
20190725:1006,588.5
20190725:1106,589.51
20190725:1206,435.38
20190725:1306,415.09
20190725:1406,240.99
20190725:1506,87.03
20190725:1606,0.0
20190725:1706,0.0
20190725:1806,0.0
20190725:1906,0.0
20190725:2006,0.0
20190725:2106,0.0
20190725:2206,0.0
20190725:2306,0.0
20190726:0006,0.0
20190726:0106,0.0
20190726:0206,0.0
20190726:0306,0.0
20190726:0406,0.0
20190726:0506,69.04
20190726:0606,206.2
20190726:0706,450.51
20190726:0806,542.71
20190726:0906,561.65
20190726:1006,437.56
20190726:1106,84.63
20190726:1206,224.52
20190726:1306,79.68
20190726:1406,229.53
20190726:1506,41.63
20190726:1606,0.0
20190726:1706,0.0
20190726:1806,0.0
20190726:1906,0.0
20190726:2006,0.0
20190726:2106,0.0
20190726:2206,0.0
20190726:2306,0.0
20190727:0006,0.0
20190727:0106,0.0
20190727:0206,0.0
20190727:0306,0.0
20190727:0406,0.0
20190727:0506,50.92
20190727:0606,136.94
20190727:0706,69.06
20190727:0806,261.03
20190727:0906,225.64
20190727:1006,389.62
20190727:1106,314.89
20190727:1206,111.83
20190727:1306,148.24
20190727:1406,174.73
20190727:1506,66.64
20190727:1606,0.0
20190727:1706,0.0
20190727:1806,0.0
20190727:1906,0.0
20190727:2006,0.0
20190727:2106,0.0
20190727:2206,0.0
20190727:2306,0.0
20190728:0006,0.0
20190728:0106,0.0
20190728:0206,0.0
20190728:0306,0.0
20190728:0406,0.0
20190728:0506,8.55
20190728:0606,54.52
20190728:0706,139.4
20190728:0806,278.36
20190728:0906,375.07
20190728:1006,221.93
20190728:1106,240.71
20190728:1206,302.28
20190728:1306,178.24
20190728:1406,108.76
20190728:1506,72.55
20190728:1606,0.0
20190728:1706,0.0
20190728:1806,0.0
20190728:1906,0.0
20190728:2006,0.0
20190728:2106,0.0
20190728:2206,0.0
20190728:2306,0.0
20190729:0006,0.0
20190729:0106,0.0
20190729:0206,0.0
20190729:0306,0.0
20190729:0406,0.0
20190729:0506,22.33
20190729:0606,114.86
20190729:0706,422.09
20190729:0806,494.94
20190729:0906,547.82
20190729:1006,595.54
20190729:1106,51.52
20190729:1206,60.18
20190729:1306,218.05
20190729:1406,233.49
20190729:1506,71.73
20190729:1606,0.0
20190729:1706,0.0
20190729:1806,0.0
20190729:1906,0.0
20190729:2006,0.0
20190729:2106,0.0
20190729:2206,0.0
20190729:2306,0.0
20190730:0006,0.0
20190730:0106,0.0
20190730:0206,0.0
20190730:0306,0.0
20190730:0406,0.08
20190730:0506,33.58
20190730:0606,113.42
20190730:0706,229.41
20190730:0806,230.6
20190730:0906,69.86
20190730:1006,87.82
20190730:1106,67.63
20190730:1206,330.3
20190730:1306,334.05
20190730:1406,102.96
20190730:1506,36.52
20190730:1606,0.0
20190730:1706,0.0
20190730:1806,0.0
20190730:1906,0.0
20190730:2006,0.0
20190730:2106,0.0
20190730:2206,0.0
20190730:2306,0.0
20190731:0006,0.0
20190731:0106,0.0
20190731:0206,0.0
20190731:0306,0.0
20190731:0406,0.0
20190731:0506,16.59
20190731:0606,56.03
20190731:0706,166.47
20190731:0806,115.32
20190731:0906,108.24
20190731:1006,126.02
20190731:1106,148.05
20190731:1206,173.99
20190731:1306,163.07
20190731:1406,81.07
20190731:1506,93.94
20190731:1606,0.0
20190731:1706,0.0
20190731:1806,0.0
20190731:1906,0.0
20190731:2006,0.0
20190731:2106,0.0
20190731:2206,0.0
